代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证综指,2006-07-25,1668.14,1690.61,1668.14,1685.46,19580.63,3423780000
000001.SH,上证综指,2006-07-26,1688.54,1691.43,1675.66,1686.65,17543.5,3116723200
000001.SH,上证综指,2006-07-27,1685.35,1701.61,1665.39,1675.17,20668.13,3620183200
000001.SH,上证综指,2006-07-28,1674.43,1678.53,1646.35,1662.03,18805.27,3326896800
000001.SH,上证综指,2006-07-31,1659.54,1659.54,1611.16,1612.73,19558.73,3365448800
000001.SH,上证综指,2006-08-01,1619.64,1625.04,1596.66,1600.61,17900.86,3231066000
000001.SH,上证综指,2006-08-02,1598.76,1608.78,1577.9,1600.87,15048.5,2786576400
000001.SH,上证综指,2006-08-03,1599.75,1609.43,1587.12,1601.06,11909.14,2082229200
000001.SH,上证综指,2006-08-04,1601.61,1612.1,1567.25,1570.15,14401.23,2586705400
000001.SH,上证综指,2006-08-07,1561.8,1570.05,1541.41,1547.44,12761.22,2409920600
000001.SH,上证综指,2006-08-08,1547.91,1581.75,1547.91,1580.58,12314.68,2338299800
000001.SH,上证综指,2006-08-09,1581.8,1585.17,1571.71,1578.57,11468.88,2163603600
000001.SH,上证综指,2006-08-10,1578.35,1606.94,1577.86,1606.07,13871.48,2632313600
000001.SH,上证综指,2006-08-11,1605.6,1610.76,1596.22,1605.93,12306.05,2345146800
000001.SH,上证综指,2006-08-14,1605.2,1611.66,1566.72,1570.74,13783.64,2565505000
000001.SH,上证综指,2006-08-15,1568.27,1596.65,1564.4,1595.66,10942.04,2025921400
000001.SH,上证综指,2006-08-16,1596.06,1616.45,1591.86,1616.41,15316.28,2856399800
000001.SH,上证综指,2006-08-17,1612.41,1612.41,1592.85,1603.33,12166.97,2339190400
000001.SH,上证综指,2006-08-18,1601.57,1614.37,1596.56,1598.02,11727.8,2397424800
000001.SH,上证综指,2006-08-21,1565.46,1602.13,1558.1,1601.15,11999.19,2337431800
000001.SH,上证综指,2006-08-22,1601.52,1619.07,1598.78,1613.36,15163.02,2670121200
000001.SH,上证综指,2006-08-23,1614.39,1621.4,1608.74,1612.4,15455.41,2721290800
000001.SH,上证综指,2006-08-24,1612.7,1623.17,1601.89,1623.02,13593.69,2506129600
000001.SH,上证综指,2006-08-25,1622.48,1630.05,1619.74,1623.03,15295.24,2782161400
000001.SH,上证综指,2006-08-28,1627.12,1651.29,1624.28,1650.44,21633.01,3934124400
000001.SH,上证综指,2006-08-29,1652.67,1667.53,1649.59,1651.02,27063.62,4805041200
000001.SH,上证综指,2006-08-30,1648.35,1656.23,1640.28,1655.2,17230.95,3144285800
000001.SH,上证综指,2006-08-31,1655.9,1661.47,1650,1658.64,19087.55,3513501600
000001.SH,上证综指,2006-09-01,1658.66,1660.52,1634.03,1636.69,19724.46,3595457600
000001.SH,上证综指,2006-09-04,1635.33,1657.69,1635.12,1657.52,17623.87,3309342600
000001.SH,上证综指,2006-09-05,1659.74,1669.9,1657.05,1664.08,21946.29,4053349200
000001.SH,上证综指,2006-09-06,1665.13,1672.26,1656.86,1672.12,18255.68,3357962400
000001.SH,上证综指,2006-09-07,1683.78,1683.89,1655.41,1661.19,17524.65,3152275400
000001.SH,上证综指,2006-09-08,1659.7,1671.31,1658.67,1667.98,14102.8,2655202800
000001.SH,上证综指,2006-09-11,1668.16,1675.09,1653.01,1674.97,16797.59,3059052800
000001.SH,上证综指,2006-09-12,1675.2,1699.59,1673.44,1695.86,19830.55,3739045200
000001.SH,上证综指,2006-09-13,1695.35,1713.99,1687.05,1689.39,22716.9,4304569200
000001.SH,上证综指,2006-09-14,1689.63,1696.62,1672.88,1689.69,18576.81,3388825600
000001.SH,上证综指,2006-09-15,1689.61,1722.66,1689.51,1721.05,24114.64,4703230800
000001.SH,上证综指,2006-09-18,1727.92,1733.41,1719.16,1732.99,23708.2,4484006400
000001.SH,上证综指,2006-09-19,1735.3,1743.02,1728.29,1735.24,23210.63,4345532800
000001.SH,上证综指,2006-09-20,1733.64,1737.73,1720.84,1732.45,20820.86,3883657200
000001.SH,上证综指,2006-09-21,1731.59,1743.63,1731.22,1740.9,21484.1,3953314400
000001.SH,上证综指,2006-09-22,1744.61,1746.62,1724.1,1725.36,25509.82,4477782800
000001.SH,上证综指,2006-09-25,1722.74,1732.28,1709.77,1722.37,22960.25,4016809200
000001.SH,上证综指,2006-09-26,1720.78,1721.58,1704.77,1712.64,18519.17,3313453000
000001.SH,上证综指,2006-09-27,1711.51,1725.5,1709.77,1725.04,16391.91,2924715800
000001.SH,上证综指,2006-09-28,1725.52,1740.79,1722.22,1736.96,19916.53,3397985600
000001.SH,上证综指,2006-09-29,1740.06,1755.69,1740.06,1752.42,23462.27,4123628400
000001.SH,上证综指,2006-10-09,1768.14,1786.11,1763.11,1785.39,29082.45,5293514400
000001.SH,上证综指,2006-10-10,1784.22,1793.14,1771.86,1784.86,31459.19,5513649200
000001.SH,上证综指,2006-10-11,1784.52,1792.76,1771.02,1790.1,26310.18,4928388000
000001.SH,上证综指,2006-10-12,1790.63,1792.24,1774.14,1778.18,28132.4,5316904800
000001.SH,上证综指,2006-10-13,1776.51,1792.87,1773.23,1784.66,23393.1,4253984000
000001.SH,上证综指,2006-10-16,1787.7,1789.18,1766.31,1771.3,24779.04,4676616000
000001.SH,上证综指,2006-10-17,1768.63,1777.6,1758.31,1763.9,21755.13,3926234400
000001.SH,上证综指,2006-10-18,1762.4,1787.74,1760.88,1787.19,20404.56,3681056400
000001.SH,上证综指,2006-10-19,1788.58,1799.29,1784.35,1792.25,22721.45,4149060800
000001.SH,上证综指,2006-10-20,1792.6,1801.33,1786.34,1790.36,23549.79,4146160000
000001.SH,上证综指,2006-10-23,1789.65,1797.43,1753.49,1759.39,24576.75,4444108400
000001.SH,上证综指,2006-10-24,1756.46,1805.27,1756.46,1805.18,22516.17,3991120800
000001.SH,上证综指,2006-10-25,1807.03,1825.61,1789.91,1806.65,25910.02,4451226000
000001.SH,上证综指,2006-10-26,1804.89,1816.76,1791.95,1810.65,25537.89,4873708000
000001.SH,上证综指,2006-10-27,1836.21,1842.73,1803.22,1807.18,34485.71,7374892000
000001.SH,上证综指,2006-10-30,1804.37,1815.61,1788.29,1809.66,23152.81,4533594400
000001.SH,上证综指,2006-10-31,1811.47,1839.32,1811.47,1837.99,24779.22,4655713600
000001.SH,上证综指,2006-11-01,1838.68,1855.89,1833.2,1855.71,27078.21,4778352800
000001.SH,上证综指,2006-11-02,1856.92,1857.15,1834.84,1851.31,28282.3,5174172400
000001.SH,上证综指,2006-11-03,1851.4,1873.66,1850.15,1866.36,26789.66,4986072000
000001.SH,上证综指,2006-11-06,1853.19,1886.52,1846.01,1886.31,27619.54,4954451600
000001.SH,上证综指,2006-11-07,1889.53,1897.41,1862.93,1889.53,31760.89,5484907200
000001.SH,上证综指,2006-11-08,1885.86,1886.26,1865.22,1866.82,22090.04,3777045600
000001.SH,上证综指,2006-11-09,1860.95,1899.1,1858.6,1896.48,25651.08,4409618400
000001.SH,上证综指,2006-11-10,1896.93,1920.18,1870.96,1883.35,34716.75,6280942800
000001.SH,上证综指,2006-11-13,1878.7,1905.9,1852.1,1863.77,27755.54,5001672800
000001.SH,上证综指,2006-11-14,1868.17,1888.43,1841.82,1888.24,23697.8,4318802800
000001.SH,上证综指,2006-11-15,1888.54,1923.14,1878.7,1922.94,26782.04,4668244000
000001.SH,上证综指,2006-11-16,1930.93,1976.05,1926.72,1941.55,34948.67,6398356800
000001.SH,上证综指,2006-11-17,1934.64,1972.61,1925.15,1971.79,27537.48,4941874000
000001.SH,上证综指,2006-11-20,1977.53,2018,1977.53,2017.28,33369.68,5914690000
000001.SH,上证综指,2006-11-21,2013.07,2037.74,1988.93,2037.55,32648.16,5389407600
000001.SH,上证综指,2006-11-22,2031.3,2062.8,2010.79,2041.36,39066.64,6488166800
000001.SH,上证综指,2006-11-23,2045.08,2071.24,2042.15,2062.36,34778.74,6072194400
000001.SH,上证综指,2006-11-24,2051.47,2057.91,2022.63,2050.81,36224.82,6123208000
000001.SH,上证综指,2006-11-27,2042.19,2049.54,2022.38,2047.28,35582.11,5784003200
000001.SH,上证综指,2006-11-28,2042.38,2051.49,2016.47,2038.72,33575,5507064000
000001.SH,上证综指,2006-11-29,2005.99,2059.73,1992.54,2054.09,34340.08,5600228000
000001.SH,上证综指,2006-11-30,2058.77,2102.06,2058.77,2099.29,44083.1,7277972800
000001.SH,上证综指,2006-12-01,2106.3,2112.58,2087.6,2102.05,48697.92,7617896000
000001.SH,上证综指,2006-12-04,2103.82,2164.59,2100.56,2161.65,53276.48,8723279200
000001.SH,上证综指,2006-12-05,2167.36,2195.53,2159.32,2173.28,55124.1,8815716800
000001.SH,上证综指,2006-12-06,2175.38,2192.9,2097.42,2156.6,62689.42,10434780800
000001.SH,上证综指,2006-12-07,2152.59,2206.51,2145.79,2156.75,59313.11,9927876800
000001.SH,上证综指,2006-12-08,2133.36,2164.02,2090.4,2093.64,47201.61,8088972000
000001.SH,上证综指,2006-12-11,2085.06,2181.16,2084.27,2180.5,37029.54,6267601600
000001.SH,上证综指,2006-12-12,2189.69,2228.64,2180.37,2218.95,42334.76,7019177600
000001.SH,上证综指,2006-12-13,2224.43,2244.41,2195.64,2223.46,36314.22,5749274800
000001.SH,上证综指,2006-12-14,2226,2250.32,2212.91,2249.11,37212.84,5843932000
000001.SH,上证综指,2006-12-15,2255.24,2275.49,2241.2,2273.91,40412.39,6061194800
000001.SH,上证综指,2006-12-18,2277.28,2335.23,2277.28,2332.43,52385.97,7825219200
000001.SH,上证综指,2006-12-19,2342.18,2381.63,2315.99,2364.18,56275.48,8705492800
000001.SH,上证综指,2006-12-20,2356.26,2381.13,2332.93,2373.21,49596.49,7829893600
000001.SH,上证综指,2006-12-21,2372.46,2386.82,2339.91,2342.94,53018.99,8318255200
000001.SH,上证综指,2006-12-22,2334.27,2366.69,2321.92,2343.67,46072.2,7048462400
000001.SH,上证综指,2006-12-25,2350.13,2452.43,2350.13,2435.76,47815.72,7393944800
000001.SH,上证综指,2006-12-26,2437.85,2505.7,2424.94,2479.73,44811.52,7226148800
000001.SH,上证综指,2006-12-27,2478.06,2538.66,2461.07,2536.39,45140.88,7211821600
000001.SH,上证综指,2006-12-28,2538.95,2611.79,2530.33,2567.59,50519.29,7871894400
000001.SH,上证综指,2006-12-29,2585.42,2698.9,2585.42,2675.47,59092.79,8676900800
000001.SH,上证综指,2007-01-04,2728.19,2847.62,2684.82,2715.72,83945.53,12015602400
000001.SH,上证综指,2007-01-05,2668.58,2685.8,2617.02,2641.33,70128.7,10615562400
000001.SH,上证综指,2007-01-08,2621.07,2708.44,2620.63,2707.2,72165.88,10681324800
000001.SH,上证综指,2007-01-09,2711.05,2809.39,2691.36,2807.8,86221.98,11075126400
000001.SH,上证综指,2007-01-10,2838.11,2841.74,2770.99,2825.58,79050.66,11176936800
000001.SH,上证综指,2007-01-11,2819.37,2841.18,2763.89,2770.11,83986.73,12159872000
000001.SH,上证综指,2007-01-12,2745.32,2782.03,2652.58,2668.11,73434.04,10730376800
000001.SH,上证综指,2007-01-15,2660.07,2795.33,2658.88,2794.7,66939.48,9176156000
000001.SH,上证综指,2007-01-16,2818.66,2830.8,2757.21,2821.02,83325.77,11117857600
000001.SH,上证综指,2007-01-17,2828.4,2870.42,2742.59,2778.9,96777.58,12737748000
000001.SH,上证综指,2007-01-18,2760.94,2784.04,2679.71,2756.98,84133.82,11231395200
000001.SH,上证综指,2007-01-19,2761.89,2833.45,2761.89,2832.21,89644.08,12206189600
000001.SH,上证综指,2007-01-22,2857.9,2934.65,2857.9,2933.19,103038.44,13857609600
000001.SH,上证综指,2007-01-23,2964.69,2970.69,2851.92,2949.14,109027.31,14279180800
000001.SH,上证综指,2007-01-24,2955.42,2994.28,2927.72,2975.13,97516.18,12205679200
000001.SH,上证综指,2007-01-25,2946.5,2947.15,2853.82,2857.37,92960.24,11719721600
000001.SH,上证综指,2007-01-26,2805.96,2905.98,2720.83,2882.56,84624.4,10959912800
000001.SH,上证综指,2007-01-29,2897.25,2954.34,2885.86,2945.26,89180.34,11206790400
000001.SH,上证综指,2007-01-30,2959.4,2980.51,2901.76,2930.56,87664.38,11193172000
000001.SH,上证综指,2007-01-31,2926.08,2929.65,2766.75,2786.34,86136.97,11426596800
000001.SH,上证综指,2007-02-01,2744.81,2801.69,2706.29,2785.43,69672.87,9344352800
000001.SH,上证综指,2007-02-02,2791.49,2796.44,2666.86,2673.21,65092.19,8544624000
000001.SH,上证综指,2007-02-05,2658.07,2672.35,2610.33,2612.54,54541.81,6922451200
000001.SH,上证综指,2007-02-06,2612.84,2677.04,2541.52,2675.7,68761.58,8662995200
000001.SH,上证综指,2007-02-07,2688.96,2745.39,2681.33,2716.18,77315.16,9488376000
000001.SH,上证综指,2007-02-08,2725.14,2751.16,2691.27,2737.73,69597.6,8843429600
000001.SH,上证综指,2007-02-09,2741.48,2747.94,2704.37,2730.39,62974.67,8087444000
000001.SH,上证综指,2007-02-12,2729.84,2807.51,2728.78,2807.17,63455.73,7900940000
000001.SH,上证综指,2007-02-13,2819.14,2835.09,2801.31,2831.87,62209.74,7900167200
000001.SH,上证综指,2007-02-14,2836.82,2915.06,2823.38,2905.09,74326.33,9404455200
000001.SH,上证综指,2007-02-15,2923.67,2994.62,2923.67,2993.01,86918.92,10883117600
000001.SH,上证综指,2007-02-16,3018.18,3036.35,2975.83,2998.47,94064.93,11792172000
000001.SH,上证综指,2007-02-26,2999.09,3041.34,2960.75,3040.6,91054.57,11205699200
000001.SH,上证综指,2007-02-27,3048.83,3049.77,2763.4,2771.79,129212.46,16137566400
000001.SH,上证综指,2007-02-28,2734.6,2888.9,2732.88,2881.07,95421.81,12147916800
000001.SH,上证综指,2007-03-01,2877.2,2878.36,2760.91,2797.19,106613.52,12736486400
000001.SH,上证综指,2007-03-02,2792.94,2846.16,2777.8,2831.53,74931.59,9394396800
000001.SH,上证综指,2007-03-05,2827.68,2858.44,2723.07,2785.31,84960.18,10691058400
000001.SH,上证综指,2007-03-06,2776.17,2866.33,2756.96,2840.18,63993.29,7704048800
000001.SH,上证综指,2007-03-07,2851.75,2911.42,2849.65,2896.59,73844.9,8791392800
000001.SH,上证综指,2007-03-08,2904.19,2928.8,2871.46,2928.02,73782.48,8895512000
000001.SH,上证综指,2007-03-09,2934.49,2962.42,2891.81,2937.91,89725.96,10713910400
000001.SH,上证综指,2007-03-12,2945.92,2958.63,2904.74,2954.91,85496.58,10154244800
000001.SH,上证综指,2007-03-13,2958.1,2966.19,2932.23,2964.79,88657.29,10718931200
000001.SH,上证综指,2007-03-14,2933.68,2934.45,2868.81,2906.33,93829.88,11373073600
000001.SH,上证综指,2007-03-15,2905.98,2955.46,2905.98,2951.7,86641.13,10174575200
000001.SH,上证综指,2007-03-16,2964.09,2979.71,2899.03,2930.48,104617.58,12268131200
000001.SH,上证综指,2007-03-19,2864.26,3038,2852.86,3014.44,94819.91,10997175200
000001.SH,上证综指,2007-03-20,3024.78,3033.02,2998.8,3032.2,81627.44,9276188800
000001.SH,上证综指,2007-03-21,3042.1,3057.71,3020.95,3057.38,89306.94,9919012800
000001.SH,上证综指,2007-03-22,3080.6,3099.82,3059.38,3071.23,112647.27,12606554400
000001.SH,上证综指,2007-03-23,3071.81,3085.32,3008.15,3074.29,104609.18,11868641600
000001.SH,上证综指,2007-03-26,3083.94,3123.18,3069.47,3122.81,109828.28,12266053600
000001.SH,上证综指,2007-03-27,3126.03,3145.04,3103.78,3138.83,114054.54,12457892800
000001.SH,上证综指,2007-03-28,3140.68,3180.33,3052.08,3173.02,151116.61,16726793600
000001.SH,上证综指,2007-03-29,3179.8,3273.73,3176.53,3197.54,140362.61,14953966400
000001.SH,上证综指,2007-03-30,3178.5,3212.39,3157.03,3183.98,82999.42,8942400800
000001.SH,上证综指,2007-04-02,3196.59,3253.44,3196.59,3252.6,93321.54,9735044800
000001.SH,上证综指,2007-04-03,3265.68,3292.58,3251.52,3291.3,107136.26,10860139200
000001.SH,上证综指,2007-04-04,3295.98,3308.15,3266.56,3291.54,113258.22,11261610400
000001.SH,上证综指,2007-04-05,3286.16,3326.92,3259.63,3319.14,114495.51,11452804800
000001.SH,上证综指,2007-04-06,3287.68,3334.22,3273.86,3323.59,121981.47,11964488000
000001.SH,上证综指,2007-04-09,3333.42,3399.52,3333.26,3398.95,139936.99,13731411200
000001.SH,上证综指,2007-04-10,3405.23,3444.37,3351.11,3444.29,152942.4,14780728000
000001.SH,上证综指,2007-04-11,3454.42,3497.52,3428.78,3495.22,156207.58,14757211200
000001.SH,上证综指,2007-04-12,3503.23,3532.86,3488.08,3531.03,148368.26,13538987200
000001.SH,上证综指,2007-04-13,3537.22,3563.86,3504.16,3518.27,166487.2,15069587200
000001.SH,上证综指,2007-04-16,3523.22,3597.22,3523.22,3596.44,145536.45,13103910400
000001.SH,上证综指,2007-04-17,3611.63,3622.89,3510.5,3611.87,176113.09,16066064000
000001.SH,上证综指,2007-04-18,3614.68,3623.87,3564.23,3612.4,167418.75,15048542400
000001.SH,上证综指,2007-04-19,3610.02,3617.44,3358.93,3449.02,187759.23,17272553600
000001.SH,上证综指,2007-04-20,3460.9,3591.46,3460.9,3584.2,156130.19,13888929600
000001.SH,上证综指,2007-04-23,3615.79,3710.89,3615.79,3710.89,183165.71,16349811200
000001.SH,上证综指,2007-04-24,3736.15,3762.39,3689.13,3720.53,203917.79,17438934400
000001.SH,上证综指,2007-04-25,3708.57,3769.25,3653.99,3743.96,175452.45,15176305600
000001.SH,上证综指,2007-04-26,3766.48,3784.68,3732.6,3783.06,142165.94,11725696800
000001.SH,上证综指,2007-04-27,3788.75,3802.92,3720.6,3759.87,162822.8,13217545600
000001.SH,上证综指,2007-04-30,3784.27,3851.35,3759.48,3841.27,185961.94,14652571200
000001.SH,上证综指,2007-05-08,3937.94,3964.71,3901.33,3950.01,205192.34,16056819200
000001.SH,上证综指,2007-05-09,3961.1,4015.22,3875.38,4013.09,255328.67,20839745600
000001.SH,上证综指,2007-05-10,4021.42,4072.14,3991.48,4049.7,207740.72,17111393600
000001.SH,上证综指,2007-05-11,4024.42,4039.67,3949.37,4021.68,183254.86,14063820800
000001.SH,上证综指,2007-05-14,3970.66,4081.43,3940.36,4046.39,185082.32,13932622400
000001.SH,上证综指,2007-05-15,4055.83,4069.85,3891.36,3899.18,205507.38,15667755200
000001.SH,上证综指,2007-05-16,3890.81,3987.41,3845.23,3986.04,172419.78,13171977600
000001.SH,上证综指,2007-05-17,4002.49,4064.28,3983,4048.29,187806.27,13927798400
000001.SH,上证综指,2007-05-18,4041.39,4052.1,3999.17,4030.26,173649.09,13075627200
000001.SH,上证综指,2007-05-21,3902.35,4083.42,3892.98,4072.23,209602.32,15617105600
000001.SH,上证综指,2007-05-22,4091.14,4136.63,4086.83,4110.38,233094.58,17356209600
000001.SH,上证综指,2007-05-23,4125.43,4175.44,4093.92,4173.71,219307.7,16139947200
000001.SH,上证综指,2007-05-24,4188.68,4208.39,4089.39,4151.13,251632.5,18098438400
000001.SH,上证综指,2007-05-25,4133.19,4190.47,4111.26,4179.78,220997.71,15419286400
000001.SH,上证综指,2007-05-28,4221.58,4283.93,4215.24,4272.11,258112.56,17861516800
000001.SH,上证综指,2007-05-29,4288.98,4335.96,4262.02,4334.92,248630.29,17209764800
000001.SH,上证综指,2007-05-30,4087.41,4275.24,4015.51,4053.09,271294.18,18559673600
000001.SH,上证综指,2007-05-31,4006.28,4178.11,3858.04,4109.65,239521.89,17311531200
000001.SH,上证综指,2007-06-01,4120.63,4181.28,3966.98,4000.74,228347.54,16093499200
000001.SH,上证综指,2007-06-04,3981.82,3987.27,3659.09,3670.4,145977.95,11485936000
000001.SH,上证综指,2007-06-05,3564.43,3768.56,3404.15,3767.1,179214.27,15713795200
000001.SH,上证综指,2007-06-06,3781.38,3821.7,3682.79,3776.32,175206.34,14587385600
000001.SH,上证综指,2007-06-07,3787.7,3891.4,3779.5,3890.8,177770.8,14236648000
000001.SH,上证综指,2007-06-08,3900.03,3935.79,3852.05,3913.14,179390.32,13587718400
000001.SH,上证综指,2007-06-11,3942.01,4000.42,3930.74,3995.68,179227.73,13384273600
000001.SH,上证综指,2007-06-12,4011.68,4073.18,3910,4072.14,205009.22,14947240000
000001.SH,上证综指,2007-06-13,4110.74,4193.45,4102.04,4176.48,220478.8,16694849600
000001.SH,上证综指,2007-06-14,4162.21,4179.73,4085.79,4115.21,185906.86,13838560000
000001.SH,上证综指,2007-06-15,4085.66,4152.54,4067.36,4132.87,151999.78,10866553600
000001.SH,上证综指,2007-06-18,4195.39,4267.74,4193.31,4253.35,182221.26,12897774400
000001.SH,上证综指,2007-06-19,4247.75,4280.85,4209.58,4269.52,179301.81,12458181600
000001.SH,上证综指,2007-06-20,4269.46,4312,4164.28,4181.32,191919.68,13521276800
000001.SH,上证综指,2007-06-21,4170.89,4256.54,4147.05,4230.82,161782.94,11291985600
000001.SH,上证综指,2007-06-22,4230.97,4249.43,4024.49,4091.45,167518.69,11969204000
000001.SH,上证综指,2007-06-25,4102.79,4131.13,3912.42,3941.08,140594.19,10160665600
000001.SH,上证综指,2007-06-26,3863.25,3976.19,3818.85,3973.37,122451.66,9381747200
000001.SH,上证综指,2007-06-27,3985.72,4090.72,3948.29,4078.6,126425.58,9511348000
000001.SH,上证综指,2007-06-28,4080.19,4113.28,3912.81,3914.2,127378.55,9783160800
000001.SH,上证综指,2007-06-29,3824.29,3919.35,3779.81,3820.7,104760.69,8609998400
000001.SH,上证综指,2007-07-02,3800.23,3859.86,3724.19,3836.29,89585.5,7425406400
000001.SH,上证综指,2007-07-03,3854.72,3906.76,3821.46,3899.72,85506.98,6974921600
000001.SH,上证综指,2007-07-04,3906.01,3916.48,3800.28,3816.17,72263.45,5647477600
000001.SH,上证综指,2007-07-05,3769.64,3778.4,3614.53,3615.87,73755.08,6340593600
000001.SH,上证综指,2007-07-06,3599.82,3785.35,3563.54,3781.35,92306.32,8073724000
000001.SH,上证综指,2007-07-09,3809.67,3900.9,3782.73,3883.22,99410.62,8348053600
000001.SH,上证综指,2007-07-10,3895.91,3929.42,3841.8,3853.02,93739.5,7656333600
000001.SH,上证综指,2007-07-11,3837.8,3879.29,3812.14,3865.72,62299.66,5135388000
000001.SH,上证综指,2007-07-12,3874.04,3925.6,3861.04,3915.99,70286.33,5515836400
000001.SH,上证综指,2007-07-13,3920.83,3935.51,3878.18,3914.4,56375.76,4602447200
000001.SH,上证综指,2007-07-16,3920.65,3931.87,3820.57,3821.92,58881.86,4761528000
000001.SH,上证综指,2007-07-17,3809.56,3919.78,3767.22,3896.19,60523.64,4871222400
000001.SH,上证综指,2007-07-18,3880.85,3971.61,3861.91,3930.06,80028.95,6287183200
000001.SH,上证综指,2007-07-19,3918.54,3947.33,3887.59,3912.94,62965.66,4873759600
000001.SH,上证综指,2007-07-20,3918.41,4062.12,3918.41,4058.85,104714.34,8311064800
000001.SH,上证综指,2007-07-23,4091.24,4220.32,4091.24,4213.36,154332.86,12166896000
000001.SH,上证综指,2007-07-24,4238.32,4284.83,4192.72,4210.33,141618.78,11098924800
000001.SH,上证综指,2007-07-25,4212.95,4325.38,4212.23,4323.97,125682.74,9395004000
000001.SH,上证综指,2007-07-26,4347.78,4371.51,4304.19,4346.46,132786.19,9921067200
000001.SH,上证综指,2007-07-27,4315.37,4357.34,4268.79,4345.36,137558.7,10024581600
000001.SH,上证综指,2007-07-30,4348.61,4450.19,4345.79,4440.77,153510.48,11258976800
000001.SH,上证综指,2007-07-31,4432.27,4476.63,4379.2,4471.03,150412.37,10856140800
000001.SH,上证综指,2007-08-01,4488.77,4502.3,4284.87,4300.56,171068.7,12629287200
000001.SH,上证综指,2007-08-02,4316.57,4431.85,4290.81,4407.73,140922.82,9827857600
000001.SH,上证综指,2007-08-03,4440.98,4562.69,4438.96,4560.77,173672.67,11511667200
000001.SH,上证综指,2007-08-06,4600.12,4629.97,4564.31,4628.11,167699.34,11170797600
000001.SH,上证综指,2007-08-07,4642.01,4687.44,4581.29,4651.23,180146.93,11618108800
000001.SH,上证综指,2007-08-08,4614.59,4711.32,4568.69,4663.16,158919.47,11890916000
000001.SH,上证综指,2007-08-09,4658.59,4768.89,4658.59,4754.1,138091.14,9766020000
000001.SH,上证综指,2007-08-10,4745.18,4769.62,4640.77,4749.37,147223.39,10186705600
000001.SH,上证综指,2007-08-13,4768.62,4872.55,4728.89,4820.06,161692.7,11418471200
000001.SH,上证综指,2007-08-14,4820.15,4876.85,4789.9,4872.79,128066.26,8856820800
000001.SH,上证综指,2007-08-15,4875.51,4916.31,4762.72,4869.88,131310.54,9050967200
000001.SH,上证综指,2007-08-16,4845.02,4845.02,4710.31,4765.45,128304.42,9053840800
000001.SH,上证综指,2007-08-17,4733.14,4814.37,4646.43,4656.57,133777.85,9115904800
000001.SH,上证综指,2007-08-20,4773.83,4906,4758.4,4904.86,145314.06,9915293600
000001.SH,上证综指,2007-08-21,4944.21,4982.98,4917.82,4955.21,155844.67,10420411200
000001.SH,上证综指,2007-08-22,4876.35,4999.19,4861.27,4980.08,162198.42,10811093600
000001.SH,上证综指,2007-08-23,5002.84,5050.38,4968.33,5032.49,153367.6,9930942400
000001.SH,上证综指,2007-08-24,5070.65,5125.36,5052.24,5107.67,165331.34,10899563200
000001.SH,上证综指,2007-08-27,5144.82,5192.06,5092.08,5150.12,176176.62,11615424000
000001.SH,上证综指,2007-08-28,5134.14,5209.51,5058.45,5194.69,166941.76,10543673600
000001.SH,上证综指,2007-08-29,5147.71,5204.53,5063.41,5109.43,161872.46,10082413600
000001.SH,上证综指,2007-08-30,5144.11,5186.53,5109.66,5167.88,155042.61,10121058400
000001.SH,上证综指,2007-08-31,5184.09,5235.16,5158.37,5218.83,156775.07,10355626400
000001.SH,上证综指,2007-09-03,5257.78,5327.54,5257.78,5321.06,188862.02,12577964800
000001.SH,上证综指,2007-09-04,5333.4,5357.93,5265,5294.05,186424.94,12042636800
000001.SH,上证综指,2007-09-05,5296.07,5337.93,5223.67,5310.72,150817.12,9624062400
000001.SH,上证综指,2007-09-06,5336.67,5412.32,5314.34,5393.66,165201.39,10698796800
000001.SH,上证综指,2007-09-07,5381.19,5405.36,5269.25,5277.18,186645.7,11984103200
000001.SH,上证综指,2007-09-10,5208.32,5356.86,5169.9,5355.29,153001.82,10236823200
000001.SH,上证综指,2007-09-11,5362.94,5395.04,5093.92,5113.97,169972.94,11005526400
000001.SH,上证综指,2007-09-12,5092.58,5192.3,5025.34,5172.63,149242.82,9705885600
000001.SH,上证综指,2007-09-13,5193.41,5276.77,5178.87,5273.59,140652.7,8655021600
000001.SH,上证综指,2007-09-14,5290.26,5324.44,5201.85,5312.18,152131.38,9467391200
000001.SH,上证综指,2007-09-17,5309.06,5427.17,5307.77,5421.39,167122.48,10563860800
000001.SH,上证综指,2007-09-18,5446.73,5458.58,5339.92,5425.21,167849.07,10269099200
000001.SH,上证综指,2007-09-19,5439.02,5447.36,5336.07,5395.27,150248.64,8972550400
000001.SH,上证综指,2007-09-20,5408.48,5482.43,5396.11,5470.07,143185.15,8654720800
000001.SH,上证综指,2007-09-21,5482.51,5489.07,5363.35,5454.67,150683.71,9283880800
000001.SH,上证综指,2007-09-24,5469.84,5506.06,5404.42,5485.01,141849.6,8179847200
000001.SH,上证综指,2007-09-25,5500.27,5509.23,5396.48,5425.88,141709.66,9650957600
000001.SH,上证综指,2007-09-26,5407.83,5463.9,5320.02,5338.52,105528.67,6360858400
000001.SH,上证综指,2007-09-27,5338.11,5411.19,5306.82,5409.4,96153.7,5888430000
000001.SH,上证综指,2007-09-28,5461.58,5560.42,5461.58,5552.3,138811.82,8063128800
