代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
000001.SH,上证综指,1992-04-21,417.99,421.55,402.89,410.06,72.18,5125700
000001.SH,上证综指,1992-04-22,400.12,410.06,399.87,399.88,73.54,5059600
000001.SH,上证综指,1992-04-23,407.13,408.86,394.6,407.25,71.06,5471800
000001.SH,上证综指,1992-04-24,405.88,415.05,397.74,414.4,47.65,3470600
000001.SH,上证综指,1992-04-27,422.45,424.92,413.47,424.58,53.59,3725700
000001.SH,上证综指,1992-04-28,434.9,436.31,424.58,436.09,53.95,4239200
000001.SH,上证综指,1992-04-29,445.25,446.12,436.09,444.16,66.77,5289900
000001.SH,上证综指,1992-04-30,435.73,448.94,433.66,445.38,52.59,4570400
000001.SH,上证综指,1992-05-04,454.86,456.24,445.38,453.62,101.36,6436200
000001.SH,上证综指,1992-05-05,447.42,455.36,439.96,449.21,78.29,4935900
000001.SH,上证综指,1992-05-06,449.78,454.08,446.39,449.96,54.37,3368700
000001.SH,上证综指,1992-05-07,452.86,457.05,449.55,454.65,51.74,3441400
000001.SH,上证综指,1992-05-08,461.05,468.42,454.65,468.11,84.73,4863400
000001.SH,上证综指,1992-05-11,483.29,491.5,468.11,491.5,60.65,3095000
000001.SH,上证综指,1992-05-12,502.8,506.68,491.5,506.53,65.37,3327800
000001.SH,上证综指,1992-05-13,505.27,517.86,499.4,514.04,64.66,3389700
000001.SH,上证综指,1992-05-14,514.48,523.5,511.91,523.36,60.06,3301000
000001.SH,上证综指,1992-05-15,529.39,544.56,523.36,544.35,75.11,6328300
000001.SH,上证综指,1992-05-18,560.09,571.85,544.35,571.82,61.34,2999200
000001.SH,上证综指,1992-05-19,590.41,598.11,571.82,598.11,58.72,4779000
000001.SH,上证综指,1992-05-20,617.28,623.88,598.11,616.99,119.29,6564600
000001.SH,上证综指,1992-05-21,1260.32,1334.98,604.01,1266.49,181.28,8965700
000001.SH,上证综指,1992-05-22,1306.37,1349.71,1262.44,1339.99,204.17,9372500
000001.SH,上证综指,1992-05-25,1411.98,1428.79,1339.99,1421.57,222.43,8896900
000001.SH,上证综指,1992-05-26,1332.39,1429.01,1291,1301.35,149.45,6812800
000001.SH,上证综指,1992-05-27,1250.56,1285.61,823.36,1193.17,138.82,6452800
000001.SH,上证综指,1992-05-28,1123.04,1184.18,1114.94,1160.17,117.39,4838900
000001.SH,上证综指,1992-05-29,1243.65,1253.37,1154.01,1234.71,136,5161500
000001.SH,上证综指,1992-06-01,1175.69,1249.58,1129.28,1183.24,105.37,3939400
000001.SH,上证综指,1992-06-02,1155.88,1184.28,1138.58,1141.02,84.51,3403300
000001.SH,上证综指,1992-06-03,1075.9,1141.02,1033.47,1059.07,91.85,4100200
000001.SH,上证综指,1992-06-04,1087.49,1118.93,1050.45,1104.46,94.26,4318400
000001.SH,上证综指,1992-06-05,1125.01,1143.07,1099.91,1105.76,100.85,4400700
000001.SH,上证综指,1992-06-08,1092.07,1121.41,1085.19,1093.46,63.97,2874700
000001.SH,上证综指,1992-06-09,1116.92,1144.39,1079.65,1126.62,78.76,3510000
000001.SH,上证综指,1992-06-10,1199.23,1206.51,1134.73,1187.02,140.15,5873200
000001.SH,上证综指,1992-06-11,1179.28,1188.68,1172.09,1178.3,85.11,3489700
000001.SH,上证综指,1992-06-12,1164.12,1178.3,1153.97,1171.71,104.84,4720200
000001.SH,上证综指,1992-06-15,1174.41,1181.86,1152.69,1171.85,78.2,3774700
000001.SH,上证综指,1992-06-16,1171.75,1171.75,1164.24,1166.7,85.48,3515800
000001.SH,上证综指,1992-06-17,1171.29,1186.59,1166.26,1169.57,84.38,3475500
000001.SH,上证综指,1992-06-18,1167.16,1172.86,1158.32,1168.43,61.63,2910100
000001.SH,上证综指,1992-06-19,1169.97,1171.94,1161.8,1171.94,55.73,2514600
000001.SH,上证综指,1992-06-22,1173.68,1180.21,1165.74,1169.9,64.27,2792400
000001.SH,上证综指,1992-06-23,1162.83,1172.46,1154.62,1158.17,44.56,1949000
000001.SH,上证综指,1992-06-24,1150.89,1158.17,1144.46,1151.06,36.5,1697500
000001.SH,上证综指,1992-06-25,1153.48,1160.23,1148.02,1160.23,50.13,1984600
000001.SH,上证综指,1992-06-26,1164.29,1207.82,1160.23,1164.67,64.14,2906100
000001.SH,上证综指,1992-06-29,1168.89,1173.49,1156.68,1169.51,102.58,5361000
000001.SH,上证综指,1992-06-30,1186.62,1193.16,1169.51,1191.19,147.62,5897600
000001.SH,上证综指,1992-07-01,1199.54,1215.13,1182.05,1194.18,112.41,5833000
000001.SH,上证综指,1992-07-02,1187.3,1198.66,1179.86,1187.48,92.34,4651200
000001.SH,上证综指,1992-07-03,1189.09,1193.39,1183.96,1189.16,154.76,7524500
000001.SH,上证综指,1992-07-06,1197.76,1215.24,1190.27,1201.01,178.47,6378200
000001.SH,上证综指,1992-07-07,1201.01,1206.91,1195.81,1206.46,188.31,6882600
000001.SH,上证综指,1992-07-08,1192.37,1211.27,1182.72,1185.5,138.88,6804300
000001.SH,上证综指,1992-07-09,1172.44,1187.18,1168.78,1178.53,130.82,5321600
000001.SH,上证综指,1992-07-10,1175.14,1192.98,1166.45,1188.62,134.1,5814900
000001.SH,上证综指,1992-07-13,1156.83,1198.9,1131.21,1136.33,123.47,5159500
000001.SH,上证综指,1992-07-14,1124.65,1139.96,1110.19,1114.05,95.34,4446200
000001.SH,上证综指,1992-07-15,1107.18,1135.57,1100.16,1107.69,121.58,4481200
000001.SH,上证综指,1992-07-16,1114.13,1214.83,1108.23,1124.64,151.03,5046400
000001.SH,上证综指,1992-07-17,1121.49,1134.32,1116.14,1125.56,115.82,6267100
000001.SH,上证综指,1992-07-20,1100.6,1126.96,1094.81,1098.82,67.31,3169900
000001.SH,上证综指,1992-07-21,1087.61,1096.49,1079.75,1082.39,66.22,3591200
000001.SH,上证综指,1992-07-22,1059.22,1081.81,1034.91,1035.66,105.62,4734700
000001.SH,上证综指,1992-07-23,1020.07,1033.75,961.61,1014.57,137.01,7701400
000001.SH,上证综指,1992-07-24,1165.89,1178.9,1014.08,1142.02,100.04,5715500
000001.SH,上证综指,1992-07-27,1169.42,1178.81,1108.05,1149.33,122.26,5956000
000001.SH,上证综指,1992-07-28,1126.88,1148.63,1102.02,1105.95,105.62,7838700
000001.SH,上证综指,1992-07-29,1078.31,1108.06,1047.03,1087.12,85.23,6898700
000001.SH,上证综指,1992-07-30,1067.45,1087.36,1043.79,1057.4,88.69,9910800
000001.SH,上证综指,1992-07-31,1045.67,1052.07,1032.54,1052.07,77.15,8714900
000001.SH,上证综指,1992-08-03,1034.7,1060.36,1026.83,1031.55,73.75,6010300
000001.SH,上证综指,1992-08-04,1018.3,1036.33,1016.16,1035.63,63.04,5247200
000001.SH,上证综指,1992-08-05,1015.76,1038.3,1011.66,1012.55,76.14,6114600
000001.SH,上证综指,1992-08-06,988.38,1010.76,983.22,1002.17,108.11,7255500
000001.SH,上证综指,1992-08-07,1003.22,1006.11,995.71,1005.23,101.71,7825600
000001.SH,上证综指,1992-08-10,992.73,1006.64,956.55,964.09,111.26,8178100
000001.SH,上证综指,1992-08-11,926.81,961.61,797.6,863.41,153.83,10699900
000001.SH,上证综指,1992-08-12,675,843.3,627.36,781.21,188.8,14483100
000001.SH,上证综指,1992-08-13,797.17,890.06,745.62,850.94,171.26,11559400
000001.SH,上证综指,1992-08-14,857.1,900.51,818.12,858.38,159.45,10440700
000001.SH,上证综指,1992-08-17,898.66,940.76,858.38,939.46,190.29,11335700
000001.SH,上证综指,1992-08-18,954.89,999.69,921.98,933.44,259.4,14849400
000001.SH,上证综指,1992-08-19,920.66,951.16,888.23,939.51,131.84,7595200
000001.SH,上证综指,1992-08-20,930.7,946.73,918.65,932.32,177.49,16056500
000001.SH,上证综指,1992-08-21,916.99,938.37,912.89,916.25,189.6,17056700
000001.SH,上证综指,1992-08-24,888.95,920.85,881.33,884.1,155.06,9934700
000001.SH,上证综指,1992-08-25,868.1,887.49,848.05,849.57,135.09,8466200
000001.SH,上证综指,1992-08-26,841.42,877.25,827.36,877.25,153.39,12615300
000001.SH,上证综指,1992-08-27,874.75,880.02,861.64,863.77,89.72,5425800
000001.SH,上证综指,1992-08-28,851.6,866.98,825.01,848.2,95.68,7488400
000001.SH,上证综指,1992-08-31,833.5,848.4,823.02,823.27,77.68,5429600
000001.SH,上证综指,1992-09-01,826.96,832.84,807.37,824.96,87.53,7869400
000001.SH,上证综指,1992-09-02,803.83,826.68,783.96,787.67,140.24,9392400
000001.SH,上证综指,1992-09-03,749.22,781.33,742.74,764.11,206.65,16373000
000001.SH,上证综指,1992-09-04,759.54,776.18,749.46,753.58,130.81,9877200
000001.SH,上证综指,1992-09-07,745.69,788.15,700.79,702.83,135.46,8710500
000001.SH,上证综指,1992-09-08,653.36,702.83,595.42,640.12,130.83,10063400
000001.SH,上证综指,1992-09-09,613.44,643.77,608.06,635.74,131.75,11190800
000001.SH,上证综指,1992-09-10,643.21,695.18,622.01,692.78,142.57,11310900
000001.SH,上证综指,1992-09-11,773.22,789.18,719.39,776.29,165.86,11729400
000001.SH,上证综指,1992-09-14,762.82,793.36,714.93,734.98,195.83,13727000
000001.SH,上证综指,1992-09-15,727.11,751.22,694.32,738.16,157.67,11937300
000001.SH,上证综指,1992-09-16,762.29,776.68,738.16,769.04,203.06,14392600
000001.SH,上证综指,1992-09-17,770.65,779.56,751.08,761.72,144.75,9418100
000001.SH,上证综指,1992-09-18,715.89,761.72,715.89,754.4,81.86,6170700
000001.SH,上证综指,1992-09-21,740.97,760.13,730.3,733.44,116.55,8172800
000001.SH,上证综指,1992-09-22,730.71,736.9,716.23,722.7,91.08,6955200
000001.SH,上证综指,1992-09-23,719.41,725.59,708.5,712.37,82.87,6559000
000001.SH,上证综指,1992-09-24,720.51,735.49,709.63,730.57,92.84,7778700
000001.SH,上证综指,1992-09-25,730.28,735.75,723.56,729.79,76.26,7653600
000001.SH,上证综指,1992-09-28,724.45,729.79,721.19,724.7,40.8,4255700
000001.SH,上证综指,1992-09-29,719.99,728.42,707.82,710.63,82.38,6483000
000001.SH,上证综指,1992-09-30,703.63,710.63,698.91,702.32,96.51,8977800
000001.SH,上证综指,1992-10-05,676.47,702.32,668.9,679.62,109.75,9411600
000001.SH,上证综指,1992-10-06,682.92,692.62,664.27,674.24,97.53,7161300
000001.SH,上证综指,1992-10-07,676.56,676.84,664.43,665.26,60.95,5383000
000001.SH,上证综指,1992-10-08,648.96,671.67,640.22,643.69,96.31,8453200
000001.SH,上证综指,1992-10-09,664.44,668.73,643.68,660.29,114.92,9394700
000001.SH,上证综指,1992-10-12,687.45,713.77,661.99,690.57,149.66,11075200
000001.SH,上证综指,1992-10-13,694.1,701.3,669.56,673.99,158.36,11223800
000001.SH,上证综指,1992-10-14,661.07,673.94,648.84,663.75,142.12,10552500
000001.SH,上证综指,1992-10-15,654.33,667,650.92,663.53,106.08,7575800
000001.SH,上证综指,1992-10-16,664,668.57,661.2,664.75,91.89,6885100
000001.SH,上证综指,1992-10-19,643.8,667.46,632.4,632.4,100.27,8103900
000001.SH,上证综指,1992-10-20,634.43,663.65,604.5,616.29,103.07,9460900
000001.SH,上证综指,1992-10-21,597.15,616.29,577.23,585.7,107.88,9192700
000001.SH,上证综指,1992-10-22,557.03,584.91,535.79,539.8,149.73,13872800
000001.SH,上证综指,1992-10-23,534.41,577.52,524.07,559.73,114.18,11498100
000001.SH,上证综指,1992-10-26,539.5,561.5,504.81,506.94,125.48,12565700
000001.SH,上证综指,1992-10-27,465.75,506.28,448.28,450.28,128.78,14138800
000001.SH,上证综指,1992-10-28,466.73,470.98,447.93,463.21,103.79,11631100
000001.SH,上证综指,1992-10-29,468.72,484.51,455.22,484.25,94.13,12405900
000001.SH,上证综指,1992-10-30,494.66,507.25,484.45,507.25,129.97,14651000
000001.SH,上证综指,1992-11-02,471.18,508.81,465.55,477.61,99.01,12622600
000001.SH,上证综指,1992-11-03,481.34,487.07,465.6,479.81,90.72,12554300
000001.SH,上证综指,1992-11-04,474.82,481.6,465.09,469.9,85.45,12859000
000001.SH,上证综指,1992-11-05,460.96,470.89,457.03,462.63,72.45,9546400
000001.SH,上证综指,1992-11-06,460.54,468.59,455.73,457.05,52.65,7379100
000001.SH,上证综指,1992-11-09,439.81,459.04,424.68,428.61,71.92,9562200
000001.SH,上证综指,1992-11-10,404.49,428.34,391.17,400.53,89.99,12466100
000001.SH,上证综指,1992-11-11,402.79,410.16,388.32,410.16,70.78,10491400
000001.SH,上证综指,1992-11-12,408.42,416.22,402.33,415.79,87.13,12112000
000001.SH,上证综指,1992-11-13,418.49,421.67,413.3,414.09,79.11,11676300
000001.SH,上证综指,1992-11-16,402.02,415.64,397.63,399.32,67.17,10707400
000001.SH,上证综指,1992-11-17,390.09,399.08,386.85,393.52,67.79,10076200
000001.SH,上证综指,1992-11-18,400.01,407.61,389.59,407.61,59.7,9328500
000001.SH,上证综指,1992-11-19,409.61,412.23,395.16,398.95,76.39,11503000
000001.SH,上证综指,1992-11-20,394.9,401.44,394.31,401.44,55.77,8647700
000001.SH,上证综指,1992-11-23,404.05,410.57,401.82,410.39,91.61,13331400
000001.SH,上证综指,1992-11-24,414.84,448.44,410.81,440.04,125.24,17509500
000001.SH,上证综指,1992-11-25,485.16,571.63,441.54,571.63,264.88,30292800
000001.SH,上证综指,1992-11-26,674.74,752.32,562.01,562.01,451.19,38763300
000001.SH,上证综指,1992-11-27,593.68,682.4,490.54,637.67,303.44,26691500
000001.SH,上证综指,1992-11-30,682.08,727.13,637.67,724.6,466.14,37065500
000001.SH,上证综指,1992-12-01,718.99,749.89,713.85,716.74,262.54,21540400
000001.SH,上证综指,1992-12-02,694.88,722.2,690.63,722.2,232.76,18142100
000001.SH,上证综指,1992-12-03,760.65,826.06,739.03,808.2,444.37,30101400
000001.SH,上证综指,1992-12-04,833.23,841.02,807.02,807.02,461.62,30575300
000001.SH,上证综指,1992-12-07,765.87,803.12,757.34,793.25,339.07,25074200
000001.SH,上证综指,1992-12-08,796.63,811.57,743.9,753.94,596.43,43366000
000001.SH,上证综指,1992-12-09,737.94,752.89,661.66,676.45,342.67,27620400
000001.SH,上证综指,1992-12-10,668.46,693.41,592.78,625.23,258.18,22743900
000001.SH,上证综指,1992-12-11,664.61,735.62,628.91,722.28,372.69,30749000
000001.SH,上证综指,1992-12-14,741.06,748.19,668.07,705.07,231.87,18814100
000001.SH,上证综指,1992-12-15,699.83,713.9,682.24,682.24,166.2,14170300
000001.SH,上证综指,1992-12-16,671.45,690.25,663.17,685.82,135.19,12133100
000001.SH,上证综指,1992-12-17,689.14,707.82,685.65,707.82,150.2,11680200
000001.SH,上证综指,1992-12-18,715.72,721.26,690.45,698.13,142.49,10233600
000001.SH,上证综指,1992-12-21,709.87,731.68,697.7,731.68,411.63,27703700
000001.SH,上证综指,1992-12-22,731.58,731.9,724.74,725.78,233.27,18332200
000001.SH,上证综指,1992-12-23,723.84,736.27,721.44,732.05,138.61,11315900
000001.SH,上证综指,1992-12-24,731.55,758.59,731.31,758.59,217.23,16675200
000001.SH,上证综指,1992-12-25,768.68,781.36,761.89,764.28,366.03,26168700
000001.SH,上证综指,1992-12-28,764.43,772.29,756.89,757.31,178.24,15216700
000001.SH,上证综指,1992-12-29,759.54,769.61,754.54,768.91,187.13,14986400
000001.SH,上证综指,1992-12-30,775.07,777.43,767.07,767.52,194.59,15273500
000001.SH,上证综指,1992-12-31,765.86,784.03,765.41,780.39,180.36,13551100
000001.SH,上证综指,1993-01-04,784.13,816.64,777.16,814.04,263.01,18385000
000001.SH,上证综指,1993-01-05,813.34,859.19,813.34,858.72,495.87,34009800
000001.SH,上证综指,1993-01-06,881,883.42,843.16,847.44,543.26,40287100
000001.SH,上证综指,1993-01-07,855.8,868.97,849.53,868.97,353.82,26844700
000001.SH,上证综指,1993-01-08,882.57,893.86,878.33,889.47,606.9,37343200
000001.SH,上证综指,1993-01-11,913.44,977.42,901.47,977.42,902.28,63885100
000001.SH,上证综指,1993-01-12,1001.93,1028.43,982.15,987.26,860.62,62439900
000001.SH,上证综指,1993-01-13,996.41,1024.05,973.3,1024.05,552.2,39530700
000001.SH,上证综指,1993-01-14,1053.91,1088.6,1036.03,1086.43,936.37,63840400
000001.SH,上证综指,1993-01-15,1083.6,1099.83,1054.46,1063.76,698.12,46630300
000001.SH,上证综指,1993-01-18,1067.98,1078.03,1052.8,1055.32,496.58,33836900
000001.SH,上证综指,1993-01-19,1053.52,1064.08,991.83,991.83,587.92,33261000
000001.SH,上证综指,1993-01-20,990.09,1050.11,984.74,1043.31,388.84,25837600
000001.SH,上证综指,1993-01-21,1051.6,1077.82,1046.18,1074.26,466.2,30186400
000001.SH,上证综指,1993-01-22,1074.36,1109.59,1073.64,1100.31,497.13,32564300
000001.SH,上证综指,1993-01-27,1126.37,1162.44,1113.57,1162.44,764.46,47263200
000001.SH,上证综指,1993-01-28,1182.39,1186.21,1146.9,1150.37,772.35,46010100
000001.SH,上证综指,1993-01-29,1156.84,1198.48,1140.24,1198.48,753.55,52009700
000001.SH,上证综指,1993-02-01,1242.35,1278.5,1222.18,1278.5,1288.02,68344100
000001.SH,上证综指,1993-02-02,1292.4,1325.24,1291.99,1310.58,1186.36,61441300
000001.SH,上证综指,1993-02-03,1321.63,1326.19,1265.7,1300.56,1007.2,56056600
000001.SH,上证综指,1993-02-04,1323.13,1371.58,1297.46,1371.58,1114.14,55691600
000001.SH,上证综指,1993-02-05,1371.34,1404.64,1325.85,1332.96,1385.29,65156400
000001.SH,上证综指,1993-02-08,1339.59,1393.34,1334.19,1393.17,1134.66,62254100
000001.SH,上证综指,1993-02-09,1427.33,1483.52,1426.48,1474.92,1635.84,76479200
000001.SH,上证综指,1993-02-10,1500.52,1528.51,1448.07,1454.46,1776.94,78879600
000001.SH,上证综指,1993-02-11,1495.92,1497.01,1364.67,1397.38,1362.06,73165800
000001.SH,上证综指,1993-02-12,1378.2,1458.76,1352.27,1458.76,1160.28,85377900
000001.SH,上证综指,1993-02-15,1544.1,1544.1,1499.1,1536.82,1598.79,71643700
000001.SH,上证综指,1993-02-16,1555.15,1558.95,1504.36,1513.48,1218.63,49370700
000001.SH,上证综指,1993-02-17,1515.25,1533.58,1502.88,1504,956.17,37401700
000001.SH,上证综指,1993-02-18,1503.72,1538.61,1497.79,1508.22,997.23,44231600
000001.SH,上证综指,1993-02-19,1471.56,1514.46,1441.07,1499.74,1482.04,50456900
000001.SH,上证综指,1993-02-22,1487.84,1527.13,1453.31,1456.29,941.93,47799900
000001.SH,上证综指,1993-02-23,1420.63,1466.07,1346.15,1367.36,992.93,47146300
000001.SH,上证综指,1993-02-24,1310.04,1346.48,1196.47,1264.96,1506.19,72096000
000001.SH,上证综指,1993-02-25,1271.2,1421.35,1261.76,1410.36,1400.83,59558300
000001.SH,上证综指,1993-02-26,1436.99,1444.05,1320.89,1339.88,1613.23,65026200
000001.SH,上证综指,1993-03-01,1328.22,1339.1,1199.73,1199.73,891.11,42590100
000001.SH,上证综指,1993-03-02,1207.57,1285.17,1186.34,1245.11,858.82,39995600
000001.SH,上证综指,1993-03-03,1263.74,1267.54,1220.03,1231.77,378.41,19353900
000001.SH,上证综指,1993-03-04,1231.92,1244.65,1131.29,1159.13,529.91,27796700
000001.SH,上证综指,1993-03-05,1116.41,1180.58,1026.18,1109.54,919.76,48499200
000001.SH,上证综指,1993-03-08,1133.52,1325.49,1133.46,1209.65,1862.04,75931400
000001.SH,上证综指,1993-03-09,1160.13,1209.66,1129.81,1137.79,861.92,39165800
000001.SH,上证综指,1993-03-10,1099.52,1190.33,1089.36,1188.97,691.22,30179000
000001.SH,上证综指,1993-03-11,1219.47,1261.8,1196.25,1261.8,1060.95,44817800
000001.SH,上证综指,1993-03-12,1280.37,1286.07,1231.39,1236.37,970.84,40211000
000001.SH,上证综指,1993-03-15,1226.66,1241.04,1171.73,1171.73,488.14,25675500
000001.SH,上证综指,1993-03-16,1167.91,1222.55,1155.1,1222.55,435.52,24317400
000001.SH,上证综指,1993-03-17,1238.8,1239.33,1193.59,1202.85,297.43,16570700
000001.SH,上证综指,1993-03-18,1203.2,1206.59,1171.43,1184.48,295.86,17671500
000001.SH,上证综指,1993-03-19,1188.37,1207.56,1171.73,1174.99,418.08,26366300
000001.SH,上证综指,1993-03-22,1148.29,1179.05,1036.92,1036.92,620.04,37713800
000001.SH,上证综指,1993-03-23,1035.6,1035.63,958.42,971.25,520.75,35024800
000001.SH,上证综指,1993-03-24,965.58,996.58,956.97,956.97,296.48,22016900
000001.SH,上证综指,1993-03-25,963.53,965.96,913.74,945.42,299.42,21946500
000001.SH,上证综指,1993-03-26,969.24,1039.76,945.93,1039.76,728.57,51256800
000001.SH,上证综指,1993-03-29,1008.4,1047.88,961.49,970.45,340.55,24421700
000001.SH,上证综指,1993-03-30,973.08,992.11,958.05,958.05,305.39,27161600
000001.SH,上证综指,1993-03-31,953.29,957.94,918.4,925.91,286.45,23505600
000001.SH,上证综指,1993-04-01,921.59,949.77,915.59,947.23,198.18,13829400
000001.SH,上证综指,1993-04-02,953.51,968.05,940.55,944.01,266.86,18497800
000001.SH,上证综指,1993-04-05,945.58,947.9,924.49,947.87,169.06,18006000
000001.SH,上证综指,1993-04-06,949.81,1064.87,949.05,1059.62,707.36,53894300
000001.SH,上证综指,1993-04-07,1108.64,1158.74,1076.45,1099.62,1727.4,101968400
000001.SH,上证综指,1993-04-08,1099.62,1238.87,1099.62,1238.87,1807.17,104426900
000001.SH,上证综指,1993-04-09,1322.07,1340.91,1236.46,1243.02,1965.25,106908500
000001.SH,上证综指,1993-04-12,1254.62,1276.41,1195.57,1203.54,1210.58,63895800
000001.SH,上证综指,1993-04-13,1204.75,1297.84,1201.07,1297.36,1330.8,66812100
000001.SH,上证综指,1993-04-14,1304.33,1341.19,1247.83,1272.39,1890.57,88080900
000001.SH,上证综指,1993-04-15,1265.3,1298.34,1255.94,1278.84,1191.25,59730500
000001.SH,上证综指,1993-04-16,1282.79,1287.08,1211.83,1214.75,1327.29,65147000
000001.SH,上证综指,1993-04-19,1203.85,1241.86,1185.76,1223.22,879.2,47857700
000001.SH,上证综指,1993-04-20,1257.1,1257.1,1233.72,1235.52,941.17,45007400
